program_name,university,comments,date_added,entry_url,applicant_status,acceptance_date,rejection_date,start_term,student_type,gre_score,gre_v_score,degree,gpa,gre_aw,raw_listing,source_page,initial_cluster,final_cluster
English and Literary Arts Creative Writing,University of Houston,,University of Houston,https://www.thegradcafe.com/result/1016443,Rejected,,Mar 21,Fall 2026,International,,,PhD,4.0,,"University of Houston English and Literary Arts Creative Writing PhD Mar 22, 2026 Rejected on Mar 21 Total comments",https://www.thegradcafe.com/survey?page=192&sort=newest,33,54
Collaborative Industrial Design,Aalto University,,Aalto University,https://www.thegradcafe.com/result/1016442,Rejected,,Mar 15,Fall 2026,American,,,Masters,3.7,,"Aalto University Collaborative Industrial Design Masters Mar 22, 2026 Rejected on Mar 15 Total comments",https://www.thegradcafe.com/survey?page=192&sort=newest,46,15
Music Performance and Composition,University of California (UCLA),,University of California (UCLA),https://www.thegradcafe.com/result/1016441,Waitlisted,,,Fall 2026,International,,,Masters,,,"University of California (UCLA) Music Performance and Composition Masters Mar 22, 2026 Wait listed on Mar 20 Total comments",https://www.thegradcafe.com/survey?page=192&sort=newest,25,84
Part III applied math,University of Cambridge,,University of Cambridge,https://www.thegradcafe.com/result/1016440,Accepted,Mar 21,,Fall 2026,International,,,Masters,,,"University of Cambridge Part III applied math Masters Mar 22, 2026 Accepted on Mar 21 Total comments",https://www.thegradcafe.com/survey?page=192&sort=newest,46,3
Electrical And Computer Engineering,Purdue University,,Purdue University,https://www.thegradcafe.com/result/1016439,Accepted,Mar 13,,Fall 2026,American,,,Masters,3.83,,"Purdue University Electrical And Computer Engineering Masters Mar 22, 2026 Accepted on Mar 13 Total comments",https://www.thegradcafe.com/survey?page=192&sort=newest,16,0
Geography,University of Georgia,,University of Georgia,https://www.thegradcafe.com/result/1016438,Rejected,,Mar 20,Fall 2026,American,,,Masters,3.6,,"University of Georgia Geography Masters Mar 22, 2026 Rejected on Mar 20 Total comments",https://www.thegradcafe.com/survey?page=192&sort=newest,0,22
History,Vanderbilt University,,Vanderbilt University,https://www.thegradcafe.com/result/1016437,Rejected,,Mar 20,Fall 2026,American,,,PhD,3.82,,"Vanderbilt University History PhD Mar 22, 2026 Rejected on Mar 20 Total comments",https://www.thegradcafe.com/survey?page=192&sort=newest,41,14
Electrical And Computer Engineering,Texas A&M University,,Texas A&M University,https://www.thegradcafe.com/result/1016436,Accepted,Feb 19,,Fall 2026,International,,,Masters,,,"Texas A&M University Electrical And Computer Engineering Masters Mar 22, 2026 Accepted on Feb 19 Total comments",https://www.thegradcafe.com/survey?page=193&sort=newest,16,0
Archaeology,Simon Fraser University,,Simon Fraser University,https://www.thegradcafe.com/result/1016435,Accepted,Mar 20,,Fall 2026,American,,,Masters,3.88,,"Simon Fraser University Archaeology Masters Mar 22, 2026 Accepted on Mar 20 Total comments",https://www.thegradcafe.com/survey?page=193&sort=newest,25,3
Biology,Northern Michigan University,,Northern Michigan University,https://www.thegradcafe.com/result/1016434,Accepted,Mar 12,,Fall 2026,American,,,Masters,3.64,,"Northern Michigan University Biology Masters Mar 22, 2026 Accepted on Mar 12 Total comments",https://www.thegradcafe.com/survey?page=193&sort=newest,0,46
Physics,Princeton University,,Princeton University,https://www.thegradcafe.com/result/1016433,Rejected,,Feb 18,Fall 2026,International,,,PhD,3.8,,"Princeton University Physics PhD Mar 22, 2026 Rejected on Feb 18 Total comments",https://www.thegradcafe.com/survey?page=193&sort=newest,11,8
Physics,"University of Maryland, College Park",,"University of Maryland, College Park",https://www.thegradcafe.com/result/1016432,Accepted,Feb 18,,Fall 2026,International,,,PhD,3.8,,"University of Maryland, College Park Physics PhD Mar 22, 2026 Accepted on Feb 18 Total comments",https://www.thegradcafe.com/survey?page=193&sort=newest,11,8
Physics,University of Illinois Urbana-Champaign,,University of Illinois Urbana-Champaign,https://www.thegradcafe.com/result/1016431,Accepted,Feb 10,,Fall 2026,International,,,PhD,3.8,,"University of Illinois Urbana-Champaign Physics PhD Mar 22, 2026 Accepted on Feb 10 Total comments",https://www.thegradcafe.com/survey?page=193&sort=newest,11,8
Physics,University of California (UCSB),,University of California (UCSB),https://www.thegradcafe.com/result/1016430,Accepted,Mar 11,,Fall 2026,International,,,PhD,3.8,,"University of California (UCSB) Physics PhD Mar 22, 2026 Accepted on Mar 11 Total comments",https://www.thegradcafe.com/survey?page=193&sort=newest,11,8
Physics,Johns Hopkins University,,Johns Hopkins University,https://www.thegradcafe.com/result/1016429,Rejected,,Mar 03,Fall 2026,International,,,PhD,3.8,,"Johns Hopkins University Physics PhD Mar 22, 2026 Rejected on Mar 03 Total comments",https://www.thegradcafe.com/survey?page=193&sort=newest,11,8
Physics,Rice University,,Rice University,https://www.thegradcafe.com/result/1016428,Accepted,Feb 06,,Fall 2026,International,,,PhD,3.8,,"Rice University Physics PhD Mar 22, 2026 Accepted on Feb 06 Total comments",https://www.thegradcafe.com/survey?page=193&sort=newest,11,8
Physics,Pennsylvania State University,,Pennsylvania State University,https://www.thegradcafe.com/result/1016427,Accepted,Feb 12,,Fall 2026,International,,,PhD,3.8,,"Pennsylvania State University Physics PhD Mar 22, 2026 Accepted on Feb 12 Total comments",https://www.thegradcafe.com/survey?page=193&sort=newest,11,8
Physics,University of Washington,,University of Washington,https://www.thegradcafe.com/result/1016426,Accepted,Jan 14,,Fall 2026,International,,,PhD,3.8,,"University of Washington Physics PhD Mar 22, 2026 Accepted on Jan 14 Total comments",https://www.thegradcafe.com/survey?page=193&sort=newest,11,8
Applied Science and Technology,"University of California, Berkeley",,"University of California, Berkeley",https://www.thegradcafe.com/result/1016425,Accepted,Mar 21,,Fall 2026,International,,,PhD,3.8,,"University of California, Berkeley Applied Science and Technology PhD Mar 22, 2026 Accepted on Mar 21 Total comments",https://www.thegradcafe.com/survey?page=193&sort=newest,27,17
Applied Physics,Cornell University,,Cornell University,https://www.thegradcafe.com/result/1016424,Accepted,Feb 10,,,,,,PhD,,,"Cornell University Applied Physics PhD Mar 22, 2026 Accepted on Feb 10 Total comments",https://www.thegradcafe.com/survey?page=193&sort=newest,24,69
Philosophy,University of Southern California,,University of Southern California,https://www.thegradcafe.com/result/1016423,Rejected,,Mar 22,Fall 2026,American,,,PhD,,,"University of Southern California Philosophy PhD Mar 22, 2026 Rejected on Mar 22 Total comments",https://www.thegradcafe.com/survey?page=193&sort=newest,4,9
Philosophy,University of California (UCLA),,University of California (UCLA),https://www.thegradcafe.com/result/1016422,Rejected,,Mar 17,Fall 2026,American,,,PhD,,,"University of California (UCLA) Philosophy PhD Mar 22, 2026 Rejected on Mar 17 Total comments",https://www.thegradcafe.com/survey?page=193&sort=newest,4,9
Computer Science,University of Southern California,,University of Southern California,https://www.thegradcafe.com/result/1016421,Accepted,Mar 20,,Fall 2026,International,319.0,151.0,Masters,3.27,3.5,"University of Southern California Computer Science Masters Mar 22, 2026 Accepted on Mar 20 Total comments",https://www.thegradcafe.com/survey?page=193&sort=newest,1,2
Comp,University of Massachusetts Amherst,,University of Massachusetts Amherst,https://www.thegradcafe.com/result/1016420,Accepted,Feb 10,,Fall 2026,International,319.0,151.0,Masters,3.27,3.5,"University of Massachusetts Amherst Comp Masters Mar 22, 2026 Accepted on Feb 10 Total comments",https://www.thegradcafe.com/survey?page=193&sort=newest,25,3
Computer,Stony Brook University,,Stony Brook University,https://www.thegradcafe.com/result/1016419,Accepted,Mar 04,,Fall 2026,International,319.0,151.0,Masters,3.27,3.5,"Stony Brook University Computer Masters Mar 22, 2026 Accepted on Mar 04 Total comments",https://www.thegradcafe.com/survey?page=193&sort=newest,28,2
Robotics,University of Michigan,,University of Michigan,https://www.thegradcafe.com/result/1016418,Waitlisted,,,Fall 2026,American,,,PhD,4.0,,"University of Michigan Robotics PhD Mar 22, 2026 Wait listed on Mar 20 Total comments",https://www.thegradcafe.com/survey?page=193&sort=newest,46,57
Theater and Dance,University of Hawaii at Manoa,,University of Hawaii at Manoa,https://www.thegradcafe.com/result/1016417,Accepted,Jan 31,,Fall 2026,International,,,PhD,,,"University of Hawaii at Manoa Theater and Dance PhD Mar 22, 2026 Accepted on Jan 31 Total comments",https://www.thegradcafe.com/survey?page=193&sort=newest,25,3
Chemistry,"University of California, Santa Cruz",,"University of California, Santa Cruz",https://www.thegradcafe.com/result/1016415,Rejected,,Mar 13,Fall 2026,International,,,PhD,,,"University of California, Santa Cruz Chemistry PhD Mar 22, 2026 Rejected on Mar 13 Total comments",https://www.thegradcafe.com/survey?page=194&sort=newest,7,11
Chemistry,University of Texas at Arlington,,University of Texas at Arlington,https://www.thegradcafe.com/result/1016414,Rejected,,Mar 13,,,,,PhD,,,"University of Texas at Arlington Chemistry PhD Mar 22, 2026 Rejected on Mar 13 Total comments",https://www.thegradcafe.com/survey?page=194&sort=newest,7,11
Geography,University of Oxford,,University of Oxford,https://www.thegradcafe.com/result/1016413,Rejected,,Mar 18,Fall 2026,International,,,PhD,,,"University of Oxford Geography PhD Mar 22, 2026 Rejected on Mar 18 Total comments",https://www.thegradcafe.com/survey?page=194&sort=newest,0,22
Computer Science,University of Pittsburgh,,University of Pittsburgh,https://www.thegradcafe.com/result/1016412,Rejected,,Mar 12,Fall 2026,,,,PhD,3.72,,"University of Pittsburgh Computer Science PhD Mar 22, 2026 Rejected on Mar 12 Total comments",https://www.thegradcafe.com/survey?page=194&sort=newest,1,2
Computer Science,University of Texas at Arlington,,University of Texas at Arlington,https://www.thegradcafe.com/result/1016411,Accepted,Mar 05,,Fall 2026,,,,PhD,3.72,,"University of Texas at Arlington Computer Science PhD Mar 22, 2026 Accepted on Mar 05 Total comments",https://www.thegradcafe.com/survey?page=194&sort=newest,1,2
Computer Science,University of Southern California,,University of Southern California,https://www.thegradcafe.com/result/1016410,Accepted,Feb 16,,Fall 2026,International,,,PhD,3.87,,"University of Southern California Computer Science PhD Mar 22, 2026 Accepted on Feb 16 Total comments",https://www.thegradcafe.com/survey?page=194&sort=newest,1,2
Philosophy,University of Southern California,,University of Southern California,https://www.thegradcafe.com/result/1016409,Rejected,,Mar 22,Fall 2026,International,,,PhD,3.97,,"University of Southern California Philosophy PhD Mar 22, 2026 Rejected on Mar 22 Total comments",https://www.thegradcafe.com/survey?page=194&sort=newest,4,9
Computer Science,University of Virginia,,University of Virginia,https://www.thegradcafe.com/result/1016408,Accepted,Feb 26,,Fall 2026,International,,,PhD,3.97,,"University of Virginia Computer Science PhD Mar 22, 2026 Accepted on Feb 26 Total comments",https://www.thegradcafe.com/survey?page=194&sort=newest,1,2
Philosophy,University of Southern California,,University of Southern California,https://www.thegradcafe.com/result/1016407,Rejected,,Mar 22,Fall 2026,International,,,PhD,3.93,,"University of Southern California Philosophy PhD Mar 22, 2026 Rejected on Mar 22 Total comments",https://www.thegradcafe.com/survey?page=194&sort=newest,4,9
Philosophy,University of Southern California,,University of Southern California,https://www.thegradcafe.com/result/1016406,Rejected,,Mar 22,Fall 2026,International,,,PhD,3.92,,"University of Southern California Philosophy PhD Mar 22, 2026 Rejected on Mar 22 Total comments",https://www.thegradcafe.com/survey?page=194&sort=newest,4,9
Economics,Rice University,,Rice University,https://www.thegradcafe.com/result/1016404,Accepted,Apr 15,,Fall 2026,International,,,PhD,,,"Rice University Economics PhD Mar 22, 2026 Accepted on Apr 15 Total comments",https://www.thegradcafe.com/survey?page=194&sort=newest,2,5
Anthropology,University of Massachusetts Amherst,,University of Massachusetts Amherst,https://www.thegradcafe.com/result/1016403,Accepted,Feb 08,,Fall 2026,International,,,PhD,,,"University of Massachusetts Amherst Anthropology PhD Mar 22, 2026 Accepted on Feb 08 Total comments",https://www.thegradcafe.com/survey?page=194&sort=newest,48,29
English,Western Michigan University,,Western Michigan University,https://www.thegradcafe.com/result/1016402,Rejected,,Feb 19,Fall 2026,International,,,PhD,3.88,,"Western Michigan University English PhD Mar 22, 2026 Rejected on Feb 19 Total comments",https://www.thegradcafe.com/survey?page=194&sort=newest,17,4
Computer Science,Ohio State University,,Ohio State University,https://www.thegradcafe.com/result/1016401,Accepted,Feb 25,,Fall 2026,International,,,Masters,3.33,,"Ohio State University Computer Science Masters Mar 22, 2026 Accepted on Feb 25 Total comments",https://www.thegradcafe.com/survey?page=194&sort=newest,1,2
Computer Science,University of California (UCLA),,University of California (UCLA),https://www.thegradcafe.com/result/1016400,Accepted,Mar 18,,Fall 2026,International,,,Masters,3.8,,"University of California (UCLA) Computer Science Masters Mar 22, 2026 Accepted on Mar 18 Total comments",https://www.thegradcafe.com/survey?page=194&sort=newest,1,2
Nuclear Engineering,Purdue University,,Purdue University,https://www.thegradcafe.com/result/1016399,Accepted,Mar 24,,Fall 2026,International,,,PhD,,,"Purdue University Nuclear Engineering PhD Mar 22, 2026 Accepted on Mar 24 Total comments",https://www.thegradcafe.com/survey?page=194&sort=newest,8,3
Philosophy,University of Utah,,University of Utah,https://www.thegradcafe.com/result/1016398,Accepted,Mar 18,,Fall 2026,American,,,Masters,3.92,,"University of Utah Philosophy Masters Mar 22, 2026 Accepted on Mar 18 Total comments",https://www.thegradcafe.com/survey?page=194&sort=newest,4,9
Philosophy,University of Florida,,University of Florida,https://www.thegradcafe.com/result/1016397,Waitlisted,,,Fall 2026,American,,,PhD,3.92,,"University of Florida Philosophy PhD Mar 22, 2026 Wait listed on Mar 21 Total comments",https://www.thegradcafe.com/survey?page=194&sort=newest,4,9
Computer Science,"University of California, Irvine",,"University of California, Irvine",https://www.thegradcafe.com/result/1016396,Accepted,Mar 04,,Fall 2026,International,,,Masters,,,"University of California, Irvine Computer Science Masters Mar 22, 2026 Accepted on Mar 04 Total comments",https://www.thegradcafe.com/survey?page=195&sort=newest,1,2
Software Engineering,"University of California, Irvine",,"University of California, Irvine",https://www.thegradcafe.com/result/1016395,Accepted,Feb 21,,Fall 2026,International,,,Masters,,,"University of California, Irvine Software Engineering Masters Mar 22, 2026 Accepted on Feb 21 Total comments",https://www.thegradcafe.com/survey?page=195&sort=newest,39,3
